name,year,Price,kms_driven,fuel_type,transmission,owner
Hyundai i20 1.2 Magna,2012,320000,51856,Petrol,Manual,Third Owner
Maruti Ciaz RS ZXi Plus,2015,550000,29434,Petrol,Manual,First Owner
Honda WR-V i-DTEC VX,2018,800000,25000,Diesel,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,2017,380000,28000,Petrol,Manual,Second Owner
Renault Duster 85PS Diesel RxL Optional,2013,400000,44500,Diesel,Manual,Second Owner
Maruti Wagon R VXI BS IV,2016,375000,34500,Petrol,Manual,First Owner
Honda City i-VTEC CVT ZX,2017,1100000,20000,Petrol,Automatic,First Owner
Hyundai i20 1.2 Spotz,2018,650000,15000,Petrol,Manual,First Owner
Nissan Micra XV CVT,2014,361000,26000,Petrol,Automatic,First Owner
Hyundai EON D Lite Plus,2012,140000,20000,Petrol,Manual,First Owner
Hyundai Xcent 1.2 VTVT S,2019,550000,3000,Petrol,Manual,First Owner
Honda Amaze VX Petrol BSIV,2019,670000,20000,Petrol,Manual,First Owner
Maruti Vitara Brezza ZDi Plus,2017,880000,25000,Diesel,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,35000,Diesel,Manual,First Owner
Chevrolet Cruze LTZ,2010,300000,60000,Diesel,Manual,First Owner
Honda City i-VTEC CVT VX,2017,1150000,6825,Petrol,Automatic,First Owner
Chevrolet Cruze LTZ AT,2015,450000,155000,Diesel,Automatic,First Owner
Maruti Eeco CNG 5 Seater AC BSIV,2018,375000,50000,CNG,Manual,First Owner
Maruti Ertiga BSIV VXI,2016,600000,13500,Petrol,Manual,First Owner
Toyota Innova 2.5 V Diesel 8-seater,2008,700000,260000,Diesel,Manual,First Owner
Hyundai Xcent 1.2 CRDi S,2018,600000,65000,Diesel,Manual,First Owner
Mahindra Xylo H9,2014,630000,95000,Diesel,Manual,Second Owner
Maruti Ciaz ZXi,2016,590000,40000,Petrol,Manual,Second Owner
Hyundai Santro Era,2019,420000,30000,Petrol,Manual,First Owner
Mitsubishi Pajero Sport 4X4 Dual Tone,2016,1950000,120000,Diesel,Manual,First Owner
Tata New Safari Dicor EX 4X2 BS IV,2013,541000,112011,Diesel,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,900000,125000,Diesel,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,900000,125000,Diesel,Manual,First Owner
Tata Manza Aura Quadrajet,2009,250000,43000,Diesel,Manual,First Owner
Mahindra Bolero 2011-2019 SLE,2019,670000,53534,Diesel,Manual,First Owner
Tata Tigor 2017-2020 XZ Plus,2019,530000,20000,Petrol,Manual,First Owner
Chevrolet Beat Diesel LT,2012,150000,70000,Diesel,Manual,Second Owner
Mahindra XUV500 W8 2WD,2013,550000,70000,Diesel,Manual,Third Owner
Mahindra Scorpio 1.99 S4 Plus,2015,650000,150000,Diesel,Manual,First Owner
Tata Indica Vista TDI LX,2012,180000,100000,Diesel,Manual,Second Owner
Mahindra Thar 4X4,2015,585000,50000,Diesel,Manual,First Owner
Hyundai i20 Magna,2013,345000,120000,Petrol,Manual,Second Owner
Maruti Swift VDI,2013,350000,110000,Diesel,Manual,Third Owner
Honda BRV i-VTEC V MT,2016,725000,140000,Petrol,Manual,First Owner
Tata Venture EX 7 Str,2012,250000,120000,Diesel,Manual,First Owner
Maruti 800 AC,2002,45000,70000,Petrol,Manual,Second Owner
Toyota Innova 2.5 E Diesel MS 8-seater,2007,409999,248119,Diesel,Manual,Fourth & Above Owner
Renault KWID 1.0 RXT Optional,2017,325000,16500,Petrol,Manual,Second Owner
Maruti Alto K10 VXI,2016,350000,9900,Petrol,Manual,First Owner
Maruti Alto LXi,2012,180000,80000,Petrol,Manual,Third Owner
Fiat Linea Emotion,2010,150000,100000,Petrol,Manual,Second Owner
Maruti Dzire ZXI,2020,700000,20000,Petrol,Manual,First Owner
Maruti Ciaz ZDi Plus SHVS,2016,795000,90000,Diesel,Manual,First Owner
Mahindra Thar CRDe,2019,950000,15000,Diesel,Manual,First Owner
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,885000,75000,Diesel,Automatic,First Owner
Maruti Ritz LDi,2011,160000,140000,Diesel,Manual,First Owner
Hyundai i20 1.4 CRDi Asta,2012,300000,120000,Diesel,Manual,Second Owner
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,950000,75000,Diesel,Automatic,First Owner
Maruti Ertiga VDI,2015,549000,90000,Diesel,Manual,First Owner
Audi A3 35 TDI Premium Plus,2018,3000000,20000,Diesel,Automatic,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1200000,61000,Diesel,Manual,First Owner
Renault Fluence Diesel E4,2012,570000,100000,Diesel,Manual,Second Owner
Mahindra Thar CRDe,2017,800000,60000,Diesel,Manual,Second Owner
Hyundai Verna CRDi SX ABS,2009,375000,100000,Diesel,Manual,First Owner
Mahindra Bolero SLX,2009,300000,170000,Diesel,Manual,Third Owner
Toyota Etios G,2013,350000,100000,Petrol,Manual,Second Owner
Mahindra Bolero SLX,2011,400000,120000,Diesel,Manual,Second Owner
Volkswagen Polo 1.5 TDI Comfortline,2015,434999,50000,Diesel,Manual,First Owner
Toyota Etios Liva G,2012,200000,120000,Petrol,Manual,Second Owner
Maruti Alto 800 LXI,2015,260000,25000,Petrol,Manual,First Owner
Maruti Swift VDI,2013,450000,24019,Diesel,Manual,First Owner
Hyundai Verna 1.6 SX,2013,459999,80000,Diesel,Manual,Second Owner
Maruti Ritz VDi ABS,2011,210000,100000,Diesel,Manual,Second Owner
Maruti Swift Dzire VXI,2015,540000,93000,Petrol,Manual,Second Owner
Maruti Ertiga SHVS VDI,2017,710000,50000,Diesel,Manual,First Owner
Maruti Alto 800 VXI,2018,285000,22000,Petrol,Manual,First Owner
Hyundai Creta 1.4 E Plus,2019,990000,19600,Diesel,Manual,First Owner
Tata Indigo CS eGLS BS IV,2017,362000,104000,Petrol,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,880000,33000,Diesel,Manual,First Owner
Mahindra TUV 300 mHAWK100 T8,2017,700000,60000,Diesel,Manual,First Owner
Mahindra Bolero 2011-2019 DI - AC BS III,2016,600000,60000,Diesel,Manual,First Owner
Nissan Terrano XL,2015,700000,40000,Petrol,Manual,First Owner
Tata Tiago 1.05 Revotorq XT,2016,400000,60000,Diesel,Manual,First Owner
Hyundai Accent Executive LPG,2010,165000,80000,LPG,Manual,First Owner
Toyota Innova 2.5 V Diesel 8-seater,2007,350000,376412,Diesel,Manual,Second Owner
Maruti Ertiga VXI,2014,425000,80000,Petrol,Manual,Third Owner
Hyundai Santro Xing GL Plus,2012,180000,70000,Petrol,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,2012,170000,90000,Petrol,Manual,Third Owner
Mahindra Bolero 2011-2019 DI NON AC BS III White,2014,370000,183000,Diesel,Manual,First Owner
Maruti Vitara Brezza VDi,2018,800000,27000,Diesel,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,900000,35000,Diesel,Manual,First Owner
Maruti Swift VDI,2013,390000,120000,Diesel,Manual,First Owner
Maruti Swift Dzire VDI,2014,445000,80000,Diesel,Manual,Second Owner
Maruti Swift Dzire VDI,2014,459999,70000,Diesel,Manual,Fourth & Above Owner
Maruti Wagon R LXI DUO BS IV,2013,275000,55000,LPG,Manual,First Owner
Maruti Ritz VDi,2009,200000,120000,Diesel,Manual,Second Owner
Maruti Swift Dzire 1.2 Lxi BSIV,2012,350000,72000,Petrol,Manual,Second Owner
Tata New Safari 4X4 EXI BSIII,2007,95000,120000,Diesel,Manual,Second Owner
Toyota Etios GD,2014,550000,250000,Diesel,Manual,First Owner
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016,900000,100000,Diesel,Manual,First Owner
Tata Sumo Gold GX,2013,350000,120000,Diesel,Manual,Second Owner
Nissan Micra XV CVT,2015,325000,50000,Petrol,Automatic,First Owner
Hyundai Grand i10 Asta,2014,455999,32000,Petrol,Manual,First Owner
Maruti Alto STD,2008,129000,60000,Petrol,Manual,First Owner
Maruti Alto 800 LXI,2017,254000,40000,Petrol,Manual,First Owner
Ford Ecosport 1.5 Diesel Trend,2014,570000,48000,Diesel,Manual,First Owner
Nissan Terrano XL D Option,2018,840000,30000,Diesel,Manual,First Owner
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2010,235000,100000,Diesel,Manual,Second Owner
Mahindra TUV 300 T6,2016,700000,50000,Diesel,Manual,First Owner
Hyundai Santro Xing ABS,2010,140000,40000,Petrol,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Sportz Option,2018,528000,5000,Petrol,Manual,First Owner
Jeep Compass 2.0 Limited Option,2017,1500000,12000,Diesel,Manual,First Owner
Mahindra Bolero 2011-2019 DI - AC BS III,2016,560000,72000,Diesel,Manual,First Owner
Mahindra Bolero 2011-2019 DI - AC BS III,2016,600000,70000,Diesel,Manual,First Owner
Chevrolet Aveo U-VA 1.2 LS,2007,102000,50000,Petrol,Manual,Second Owner
Mahindra XUV500 W8 AWD,2014,750000,70000,Diesel,Manual,Second Owner
Chevrolet Aveo U-VA 1.2,2010,148000,70000,Petrol,Manual,Third Owner
Maruti Baleno Alpha 1.2,2015,650000,50000,Petrol,Manual,First Owner
Volkswagen Polo Petrol Trendline 1.2L,2012,310000,40000,Petrol,Manual,First Owner
Hyundai Xcent 1.2 Kappa S,2014,480000,30000,Petrol,Manual,First Owner
Maruti Alto 800 VXI,2018,320000,15000,Petrol,Manual,First Owner
Honda City i VTEC VX,2015,750000,40000,Petrol,Manual,First Owner
Nissan Micra Active XL Petrol,2017,370000,40000,Petrol,Manual,First Owner
Maruti Swift ZXI,2013,320000,60000,Petrol,Manual,Fourth & Above Owner
Maruti Swift ZXI,2013,420000,67000,Petrol,Manual,First Owner
Maruti Swift Dzire VXi,2010,240000,60000,Petrol,Manual,Second Owner
Datsun RediGO 1.0 S,2017,220000,60000,Petrol,Manual,First Owner
Tata Tiago 1.2 Revotron XM,2016,350000,30000,Petrol,Manual,First Owner
Honda Amaze VX i-DTEC,2018,675000,40000,Diesel,Manual,First Owner
Toyota Etios Cross 1.2L G,2016,434999,50000,Petrol,Manual,Second Owner
Honda CR-V 2.0L 2WD AT,2006,125000,200000,Petrol,Automatic,Third Owner
Mahindra KUV 100 mFALCON G80 K6 AW,2016,400000,14000,Petrol,Manual,Second Owner
Chevrolet Tavera Neo 3 9 Str BSIII,2015,425000,70000,Diesel,Manual,First Owner
Maruti Ritz Genus VDi,2010,311000,94000,Diesel,Manual,Second Owner
Chevrolet Tavera Neo 3 10 Seats BSIII,2015,509999,197000,Diesel,Manual,First Owner
Ford Figo 1.5D Trend MT,2015,530000,79000,Diesel,Manual,Second Owner
Skoda Octavia Rider 1.9 AT TDI,2008,210000,120000,Diesel,Manual,Second Owner
Mahindra Marazzo M2 8Str BSIV,2019,977000,30000,Diesel,Manual,First Owner
Maruti Wagon R VXI BS IV,2018,440000,20000,Petrol,Manual,First Owner
Maruti Wagon R VXI BS IV,2018,440000,17000,Petrol,Manual,First Owner
Hyundai i20 1.2 Spotz,2018,655000,20000,Petrol,Manual,First Owner
Renault KWID RXT Optional,2016,295000,60000,Petrol,Manual,First Owner
Hyundai i20 1.2 Spotz,2018,655000,20000,Petrol,Manual,First Owner
Hyundai Getz 1.1 GLE,2007,65000,70000,Petrol,Manual,Third Owner
Tata Hexa XT,2017,1200000,150000,Diesel,Manual,First Owner
Tata Hexa XM,2017,1251000,35000,Diesel,Manual,First Owner
Tata Indigo CS eLX BS IV,2010,200000,60000,Diesel,Manual,First Owner
Hyundai i20 Active 1.4 SX with AVN,2016,750000,40000,Diesel,Manual,First Owner
Maruti Wagon R LXI CNG,2018,400000,60000,CNG,Manual,First Owner
Honda Amaze E i-VTEC,2017,475000,57000,Petrol,Manual,First Owner
Tata Indigo VS,2012,110000,120000,Diesel,Manual,Second Owner
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,350000,30000,Petrol,Manual,First Owner
Maruti Swift Dzire Tour LDI,2016,450000,175000,Diesel,Manual,First Owner
Tata Indigo LX,2010,150000,90000,Diesel,Manual,First Owner
Tata Indica V2 DLS,2009,80000,110000,Diesel,Manual,Second Owner
Hyundai i20 Magna 1.2,2015,430000,35000,Petrol,Manual,Second Owner
Toyota Innova Crysta 2.4 ZX MT BSIV,2017,1450000,81000,Diesel,Manual,First Owner
Chevrolet Cruze LTZ,2011,360000,100000,Diesel,Manual,First Owner
Tata Hexa XTA,2017,1445000,60000,Diesel,Automatic,First Owner
Honda City i DTec S,2016,670000,60000,Diesel,Manual,First Owner
Mercedes-Benz GLA Class 200,2016,2000000,70000,Petrol,Automatic,First Owner
Maruti Swift 1.3 VXi,2010,175000,83000,Petrol,Manual,Second Owner
Honda Amaze S i-Dtech,2015,440000,50000,Diesel,Manual,First Owner
Hyundai i20 1.4 CRDi Era,2012,254999,90000,Diesel,Manual,First Owner
Datsun GO Plus A Option Petrol,2018,530000,65000,Petrol,Manual,First Owner
Mahindra XUV500 W4 1.99 mHawk,2016,890000,40000,Diesel,Manual,Second Owner
Volkswagen Polo Diesel Comfortline 1.2L,2013,280000,80000,Diesel,Manual,Second Owner
Maruti Swift Dzire AMT ZXI,2017,725000,35000,Petrol,Automatic,First Owner
Mahindra TUV 300 T8,2016,700000,30000,Diesel,Manual,First Owner
Maruti Zen Estilo LXI BSIII,2007,90000,70000,Petrol,Manual,First Owner
Hyundai i10 Magna 1.1L,2015,287000,100000,Petrol,Manual,Second Owner
Hyundai Creta 1.6 SX Automatic,2018,1380000,55000,Petrol,Automatic,First Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,750000,80000,Diesel,Manual,Second Owner
Hyundai Verna 1.4 VTVT,2016,650000,40000,Petrol,Manual,First Owner
Maruti Wagon R LXI BS IV,2013,240000,108916,Petrol,Manual,Second Owner
Hyundai EON Magna Optional,2013,290000,40000,Petrol,Manual,Second Owner
Hyundai EON Era Plus,2014,229999,80000,Petrol,Manual,First Owner
Honda City i DTec VX,2016,1000000,50000,Diesel,Manual,Second Owner
Hyundai Santro Xing GL Plus,2012,200000,90000,Petrol,Manual,Second Owner
Maruti Alto LX,2004,90000,70000,Petrol,Manual,Fourth & Above Owner
Hyundai i20 1.4 CRDi Asta,2012,330000,90000,Diesel,Manual,First Owner
Maruti Ritz VDi ABS,2009,200000,70000,Diesel,Manual,First Owner
Mahindra KUV 100 D75 K4 Plus,2018,420000,31000,Diesel,Manual,First Owner
Maruti Swift Dzire VDi,2009,260000,120000,Diesel,Manual,Second Owner
Hyundai i20 Sportz 1.2,2016,590000,40000,Petrol,Manual,First Owner
Maruti Swift VDI BSIV,2015,545000,180000,Diesel,Manual,First Owner
Maruti Wagon R LXI BS IV,2011,210000,90000,Petrol,Manual,Second Owner
Honda City 2017-2020 GXi,2008,185000,110000,Petrol,Manual,Second Owner
Maruti Wagon R LXI,2006,125000,59000,Petrol,Manual,Second Owner
Hyundai EON Magna Plus,2014,280000,60000,Petrol,Manual,Second Owner
Hyundai Santro Xing XO,2005,99000,89500,Petrol,Manual,First Owner
Maruti Wagon R VXI,2005,98000,70000,Petrol,Manual,Second Owner
Tata Indica Vista Aqua 1.4 TDI,2009,100000,190000,Diesel,Manual,First Owner
Mahindra Verito Vibe 1.5 dCi D4,2013,250000,180000,Diesel,Manual,First Owner
Toyota Fortuner 3.0 Diesel,2010,750000,150000,Diesel,Manual,Second Owner
Chevrolet Optra Magnum 2.0 LS,2007,160000,130000,Diesel,Manual,Second Owner
Hyundai Verna 1.6 CRDi EX AT,2013,509999,120000,Diesel,Automatic,Second Owner
Tata Indica V2 DL,2009,95000,80000,Diesel,Manual,Second Owner
Hyundai Verna 1.6 SX CRDi (O),2014,525000,80000,Diesel,Manual,Second Owner
Datsun RediGO 1.0 T Option,2017,278000,20000,Petrol,Manual,First Owner
Maruti 800 AC,1997,50000,60000,Petrol,Manual,Second Owner
Volkswagen Polo Diesel Highline 1.2L,2011,254999,120000,Diesel,Manual,Third Owner
Maruti Swift Dzire VXI 1.2,2019,675000,10000,Petrol,Manual,First Owner
Maruti Swift Dzire VDI,2016,600000,147000,Diesel,Manual,Second Owner
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,950000,51000,Diesel,Manual,First Owner
Honda City 2017-2020 GXi,2007,229999,60000,Petrol,Manual,Third Owner
Toyota Innova 2.5 G4 Diesel 8-seater,2009,600000,220000,Diesel,Manual,First Owner
Maruti Alto 800 VXI Optional,2017,330000,20000,Petrol,Manual,First Owner
Maruti Alto K10 VXI,2017,350000,40000,Petrol,Manual,First Owner
Volkswagen Polo 1.2 MPI Comfortline,2016,560000,35000,Petrol,Manual,First Owner
Maruti Wagon R VXI BS IV,2017,440000,30000,Petrol,Manual,First Owner
Maruti A-Star Vxi,2011,220000,90000,Petrol,Manual,Second Owner
Maruti Swift Dzire ZDI,2017,750000,110000,Diesel,Manual,Second Owner
Mahindra XUV500 W6 2WD,2015,800000,140000,Diesel,Manual,First Owner
Tata Indica V2 DLX,2007,59259,104000,Diesel,Manual,Second Owner
Maruti Baleno Zeta Automatic,2018,740000,9000,Petrol,Automatic,First Owner
Maruti Ignis 1.2 AMT Zeta BSIV,2019,570000,19000,Petrol,Automatic,Second Owner
Maruti Wagon R AMT VXI,2017,430000,20000,Petrol,Automatic,First Owner
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,800000,70000,Diesel,Manual,First Owner
Hyundai Grand i10 CRDi Sportz,2015,450000,53000,Diesel,Manual,First Owner
Maruti Swift Dzire VDI,2013,420000,105000,Diesel,Manual,Second Owner
Mahindra Thar DI 4X4 PS,2015,750000,16000,Diesel,Manual,First Owner
Maruti Baleno RS 1.0 Petrol,2019,780000,7200,Petrol,Manual,First Owner
Volkswagen Polo Diesel Comfortline 1.2L,2011,320000,77000,Diesel,Manual,Second Owner
Mahindra KUV 100 D75 K8 Dual Tone,2017,690000,40000,Diesel,Manual,First Owner
Maruti Swift Dzire ZDi,2012,375000,70000,Diesel,Manual,Second Owner
Ford Figo 1.2P Sports Edition MT,2017,620000,50000,Petrol,Manual,First Owner
Hyundai Santro Xing GL Plus LPG,2015,300000,85000,LPG,Manual,First Owner
Maruti Eeco 7 Seater Standard BSIV,2016,370000,58000,Petrol,Manual,Second Owner
Mahindra Thar 4X4,2013,770000,85000,Diesel,Manual,First Owner
Hyundai Xcent 1.2 Kappa S Option,2014,500000,65000,Petrol,Manual,First Owner
Mahindra KUV 100 mFALCON D75 K2,2017,450000,120000,Diesel,Manual,First Owner
Hyundai Santro Xing GL Plus,2013,195000,50000,Petrol,Manual,Second Owner
Maruti Wagon R AMT VXI Option,2018,472000,30000,Petrol,Automatic,First Owner
Maruti Alto K10 VXI,2014,250000,58000,Petrol,Manual,Second Owner
Chevrolet Beat Diesel,2011,165000,70000,Diesel,Manual,Second Owner
Tata Zest Quadrajet 1.3 XT,2018,525000,110000,Diesel,Manual,Second Owner
Maruti Wagon R LXI,2003,145000,65000,Petrol,Manual,Third Owner
Tata Indica Vista Quadrajet 90 VX,2013,325000,100000,Diesel,Manual,First Owner
Mahindra Bolero Power Plus ZLX,2017,660000,60000,Diesel,Manual,Second Owner
Ford Classic 1.4 Duratorq CLXI,2014,310000,90000,Diesel,Manual,Second Owner
Mahindra Bolero SLX 4WD BSIII,2008,250000,200000,Diesel,Manual,First Owner
Ford Classic 1.4 Duratorq CLXI,2014,330000,100000,Diesel,Manual,Second Owner
Ford Figo Diesel Titanium,2012,250000,80000,Diesel,Manual,Second Owner
Mahindra NuvoSport N8 AMT,2017,650000,60000,Diesel,Automatic,First Owner
Maruti Alto K10 VXI,2016,305000,40000,Petrol,Manual,First Owner
Maruti Ciaz VDi Plus,2015,600000,50000,Diesel,Manual,First Owner
Maruti Wagon R LXI Optional,2015,280000,110000,Petrol,Manual,First Owner
Tata Indigo CR4,2011,153000,50000,Diesel,Manual,Second Owner
Mahindra TUV 300 mHAWK100 T8,2018,700000,30000,Diesel,Manual,First Owner
Renault KWID RXL,2017,325000,40000,Petrol,Manual,First Owner
Maruti Alto K10 VXI,2016,305000,40000,Petrol,Manual,First Owner
Maruti 800 AC,2006,155000,70000,Petrol,Manual,Second Owner
Maruti Alto K10 2010-2014 VXI,2012,235000,80000,Petrol,Manual,Third Owner
Tata Indica DLS,2005,60000,100000,Diesel,Manual,Fourth & Above Owner
Maruti Swift VXI Optional,2016,500000,15000,Petrol,Manual,First Owner
Mahindra Bolero DI,2004,120000,150000,Diesel,Manual,Second Owner
Maruti Estilo LXI,2009,155000,63000,Petrol,Manual,Third Owner
Skoda Rapid 1.5 TDI AT Style Plus,2016,675000,88000,Diesel,Automatic,First Owner
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,950000,80000,Diesel,Manual,First Owner
Mahindra XUV500 W5 BSIV,2018,1051000,59865,Diesel,Manual,First Owner
Volkswagen Polo 2015-2019 GT 1.5 TDI,2016,591000,60000,Diesel,Manual,First Owner
Hyundai i20 Asta 1.4 CRDi,2015,585000,72000,Diesel,Manual,First Owner
Honda City i-VTEC CVT ZX,2017,1025000,68140,Petrol,Automatic,First Owner
Maruti Swift VDI,2014,450000,53190,Diesel,Manual,First Owner
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2014,484999,70100,Diesel,Manual,First Owner
Honda Jazz 1.5 S i DTEC,2018,650000,47725,Diesel,Manual,First Owner
Maruti Swift Dzire VDI,2014,434999,70195,Diesel,Manual,Second Owner
Ford Figo Diesel EXI,2011,195000,77395,Diesel,Manual,Second Owner
Mahindra Marazzo M2 8Str BSIV,2019,1000000,17000,Diesel,Manual,First Owner
Hyundai Elantra CRDi SX Option AT,2013,650000,64000,Diesel,Automatic,First Owner
Chevrolet Beat Diesel LS,2014,190000,74321,Diesel,Manual,First Owner
Maruti Swift Dzire ZDI,2013,409999,80235,Diesel,Manual,Second Owner
Hyundai Creta 1.6 CRDi AT SX Plus,2016,1050000,77150,Diesel,Automatic,First Owner
Volkswagen Vento 1.5 TDI Highline Plus AT,2015,651000,69000,Diesel,Automatic,First Owner
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2015,650000,57000,Diesel,Manual,First Owner
Skoda Rapid 1.5 TDI Ambition Plus,2017,750000,89000,Diesel,Manual,First Owner
Volkswagen Passat Highline DSG S (Spl. Edition),2012,799000,61100,Diesel,Automatic,First Owner
Skoda Octavia Ambiente 1.9 TDI,2010,355000,116000,Diesel,Manual,First Owner
Hyundai Verna 1.6 CRDi S Option,2015,600000,80000,Diesel,Manual,First Owner
Maruti Swift VDI,2018,685000,26000,Diesel,Manual,First Owner
Maruti Swift LDI,2018,509999,100000,Diesel,Manual,First Owner
Maruti Alto Green LXi (CNG),2012,150000,82300,CNG,Manual,Second Owner
Maruti Swift Dzire Vdi BSIV,2017,650000,82050,Diesel,Manual,First Owner
Toyota Etios VD,2012,400000,74500,Diesel,Manual,First Owner
Mahindra XUV500 W8 4WD,2012,675000,120000,Diesel,Manual,Second Owner
Renault KWID AMT,2018,319000,30000,Petrol,Automatic,First Owner
Honda Amaze S Petrol BSIV,2019,640000,6000,Petrol,Manual,First Owner
Hyundai i20 1.2 Asta,2017,650000,30000,Petrol,Manual,First Owner
Maruti Ertiga VDI,2015,650000,70000,Diesel,Manual,First Owner
Maruti Alto Green LXi (CNG),2010,155000,70000,CNG,Manual,Second Owner
