,name,year,Price,kms_driven,fuel_type,transmission,owner
5955,Ford Fiesta Classic,2012,280000,105358,Diesel,Manual,Third Owner
5956,Hyundai i20 Sportz,2014,590000,70000,Petrol,Manual,Second Owner
5957,Hyundai i10 Era,2010,142000,49200,Petrol,Manual,Second Owner
5958,Honda City i-VTEC,2017,850000,40000,Petrol,Manual,First Owner
5959,Honda Mobilio V,2014,600000,40000,Diesel,Manual,Second Owner
5960,Mahindra TUV 300,2017,700000,40000,Diesel,Manual,First Owner
5961,Chevrolet Beat LS,2013,200000,70000,Petrol,Manual,First Owner
5962,Hyundai Creta 1.6,2016,900000,110000,Diesel,Manual,First Owner
5963,Maruti Alto K10,2014,220000,100000,Petrol,Manual,First Owner
5964,Hyundai Grand i10,2018,650000,10000,Petrol,Automatic,Second Owner
5965,Toyota Fortuner 2.8,2017,3100000,70000,Diesel,Automatic,First Owner
5966,Toyota Innova Crysta,2016,1500000,100600,Diesel,Manual,Second Owner
5967,BMW X3 xDrive20d,2012,1800000,50000,Diesel,Automatic,First Owner
5968,Mahindra XUV500 W8,2014,800000,136000,Diesel,Manual,First Owner
5969,Mercedes-Benz GLA Class,2017,2100000,48000,Diesel,Automatic,Second Owner
5970,Ford Fiesta 1.4,2010,250000,110000,Diesel,Manual,Third Owner
5971,Renault Duster 110PS,2012,550000,86000,Diesel,Manual,First Owner
5972,Maruti Alto LXi,2009,125000,141000,Petrol,Manual,Second Owner
5973,Honda City 1.5,2011,450000,80000,Petrol,Manual,Third Owner
5974,Mahindra XUV500 W10,2015,850000,140000,Diesel,Manual,First Owner
5975,Maruti Swift Dzire,2014,459999,65000,Diesel,Manual,Second Owner
5976,Maruti Swift Dzire,2014,434999,110000,Diesel,Manual,Second Owner
5977,Tata Indigo LX,2008,120000,100000,Diesel,Manual,Second Owner
5978,Maruti Swift VDI,2015,600000,80000,Diesel,Manual,First Owner
5979,Maruti Wagon R,2008,135000,90000,Petrol,Manual,Second Owner
5980,Ford Figo 1.2P,2016,550000,44000,Petrol,Manual,First Owner
5981,Maruti Celerio ZXI,2014,385000,25000,Petrol,Manual,First Owner
5982,Hyundai Creta 1.6,2016,800000,25000,Petrol,Manual,First Owner
5983,Hyundai i20 2015-2017,2016,780000,35000,Diesel,Manual,First Owner
5984,Maruti Alto LXi,2008,100000,195000,Petrol,Manual,Second Owner
5985,Hyundai i20 2015-2017,2017,650000,60000,Diesel,Manual,First Owner
5986,Maruti 800 AC,2004,50000,50000,Petrol,Manual,First Owner
5987,Hyundai Verna 1.6,2012,425000,100000,Diesel,Manual,Second Owner
5988,Fiat Linea 1.3,2015,500000,70000,Diesel,Manual,First Owner
5989,Maruti Swift VDI,2017,590000,30000,Diesel,Manual,First Owner
5990,Maruti Celerio ZXI,2016,459999,27000,Petrol,Manual,First Owner
5991,Maruti Swift ZXI,2020,578000,5000,Petrol,Manual,First Owner
5992,Maruti Ertiga VDI,2012,550000,110000,Diesel,Manual,Second Owner
5993,Honda City Corporate,2013,465000,80000,Petrol,Manual,Second Owner
5994,Mahindra Bolero Power,2018,890000,80000,Diesel,Manual,First Owner
5995,Mahindra Verito 1.5,2014,250000,110000,Diesel,Manual,First Owner
5996,Maruti Wagon R,2018,420000,35000,Petrol,Automatic,First Owner
5997,Maruti Swift Dzire,2017,550000,20000,Petrol,Manual,First Owner
5998,Maruti Alto 800,2018,270000,20000,Petrol,Manual,First Owner
5999,Maruti Swift Dzire,2018,700000,7800,Petrol,Automatic,First Owner
6000,Maruti Swift VXI,2017,500000,20000,Petrol,Manual,First Owner
6001,Tata Hexa XE,2019,1250000,15000,Diesel,Manual,First Owner
6002,Hyundai i20 Magna,2013,320000,31377,Petrol,Manual,Second Owner
6003,Maruti Swift Dzire,2018,700000,50000,Diesel,Manual,First Owner
6004,Maruti Wagon R,2015,290000,60000,Petrol,Manual,First Owner
6005,Toyota Corolla Altis,2012,550000,100000,Petrol,Automatic,First Owner
6006,Honda Brio S,2012,265000,60000,Petrol,Manual,First Owner
6007,Maruti Baleno Alpha,2018,830000,5000,Petrol,Automatic,First Owner
6008,Tata Safari Storme,2017,800000,60000,Diesel,Manual,First Owner
6009,Maruti Alto LXi,2011,160000,25000,Petrol,Manual,Second Owner
6010,Renault KWID RXT,2018,335000,30000,Petrol,Manual,First Owner
6011,Datsun GO T,2017,329000,80000,Petrol,Manual,Second Owner
6012,Maruti Vitara Brezza,2017,775000,75000,Diesel,Manual,First Owner
6013,Hyundai Xcent 1.2,2020,524000,32000,Petrol,Manual,First Owner
6014,Maruti Alto 800,2015,245000,40000,Petrol,Manual,First Owner
6015,Hyundai i20 1.2,2012,275000,93000,Petrol,Manual,Second Owner
6016,Hyundai i20 Active,2015,610000,50000,Diesel,Manual,Second Owner
6017,Maruti Swift Dzire,2015,615000,60000,Diesel,Manual,First Owner
6018,Maruti Ertiga ZDI,2014,684000,60000,Diesel,Manual,Second Owner
6019,Maruti Ertiga ZDI,2014,680000,64000,Diesel,Manual,Second Owner
6020,Renault Duster 85PS,2014,500000,120000,Diesel,Manual,First Owner
6021,Renault Duster 85PS,2014,520000,120000,Diesel,Manual,First Owner
6022,Toyota Etios GD,2012,390000,140000,Diesel,Manual,Second Owner
6023,Toyota Etios GD,2012,434999,135000,Diesel,Manual,Third Owner
6024,Maruti Swift VDI,2010,350000,166000,Diesel,Manual,Second Owner
6025,Ford Freestyle Trend,2018,675000,60000,Diesel,Manual,First Owner
6026,Mercedes-Benz New C-Class,2011,1350000,81500,Diesel,Automatic,Second Owner
6027,Mercedes-Benz New C-Class,2011,1350000,80000,Diesel,Automatic,First Owner
6028,Maruti Swift Dzire,2019,675000,5000,Petrol,Manual,First Owner
6029,Ford Ecosport 1.5,2016,725000,30000,Diesel,Manual,First Owner
6030,Mahindra XUV300 W8,2019,1200000,15000,Diesel,Manual,First Owner
6031,Volkswagen Polo 2015-2019,2018,650000,40000,Diesel,Manual,First Owner
6032,Mahindra XUV300 W8,2019,1090000,16500,Petrol,Manual,First Owner
6033,Hyundai Creta 1.6,2017,1100000,67000,Diesel,Automatic,First Owner
6034,Hyundai i20 1.4,2017,670000,48000,Diesel,Manual,First Owner
6035,Hyundai i20 1.4,2018,780000,35000,Diesel,Manual,First Owner
6036,Maruti Ciaz 1.3,2017,720000,60000,Diesel,Manual,First Owner
6037,Maruti Swift VXI,2018,610000,52000,Petrol,Manual,First Owner
6038,Volkswagen Ameo 1.5,2017,600000,29000,Diesel,Manual,First Owner
6039,Renault Duster 85PS,2016,535000,50000,Diesel,Manual,First Owner
6040,Hyundai i10 Magna,2009,142000,110000,Petrol,Manual,First Owner
6041,Maruti Baleno Sigma,2017,515000,23000,Petrol,Manual,First Owner
6042,Datsun GO T,2016,335000,40000,Petrol,Manual,First Owner
6043,Hyundai Creta 1.4,2017,957000,60000,Diesel,Manual,First Owner
6044,Maruti Swift Dzire,2017,605000,127000,Diesel,Manual,First Owner
6045,Tata Manza Club,2013,316000,140000,Diesel,Manual,First Owner
6046,Renault Triber RXZ,2019,675000,5000,Petrol,Manual,First Owner
6047,Maruti Swift Dzire,2015,520000,70000,Diesel,Manual,First Owner
6048,Maruti Swift Dzire,2011,265000,60000,Diesel,Manual,First Owner
6049,Volkswagen Polo 1.2,2016,395000,40000,Petrol,Manual,Second Owner
6050,Volkswagen Polo 1.2,2016,385000,40000,Petrol,Manual,Second Owner
6051,Maruti Wagon R,2009,142000,70000,Petrol,Manual,Second Owner
6052,Hyundai i10 Era,2009,160000,35000,Petrol,Manual,First Owner
6053,Tata Indigo CS,2012,180000,50000,Diesel,Manual,Third Owner
6054,Honda City V,2013,480000,42462,Petrol,Manual,First Owner
6055,Maruti Swift VDI,2015,470000,54723,Diesel,Manual,First Owner
6056,Maruti Ignis 1.2,2018,480000,20375,Petrol,Manual,First Owner
6057,Maruti Swift ZDI,2013,450000,43978,Diesel,Manual,Second Owner
6058,Maruti Swift Dzire,2017,520000,28832,Diesel,Manual,First Owner
6059,Ford Figo Titanium,2019,700000,3177,Petrol,Manual,First Owner
6060,Hyundai Grand i10,2015,400000,39414,Petrol,Manual,First Owner
6061,Tata Indica V2,2012,200000,30078,Petrol,Manual,First Owner
6062,Hyundai EON Magna,2012,250000,44588,Petrol,Manual,First Owner
6063,Maruti Celerio ZXI,2015,400000,49907,Petrol,Manual,First Owner
6064,Maruti Swift VXI,2013,371000,67082,Petrol,Manual,Second Owner
6065,Hyundai Grand i10,2016,450000,40000,Petrol,Manual,First Owner
6066,Ford EcoSport 1.5,2016,570000,112879,Diesel,Manual,Second Owner
6067,Honda Brio S,2013,300000,80000,Petrol,Manual,Second Owner
6068,Hyundai i20 1.2,2017,620000,25000,Petrol,Manual,First Owner
6069,Honda City i-VTEC,2018,949000,10200,Petrol,Manual,First Owner
6070,Mahindra Bolero 2011-2019,2018,750000,60000,Diesel,Manual,First Owner
6071,Maruti Celerio VXI,2017,350000,20000,Petrol,Manual,Second Owner
6072,Mahindra XUV500 W10,2017,1250000,60000,Diesel,Manual,First Owner
6073,Renault KWID 1.0,2016,270000,30000,Petrol,Manual,Third Owner
6074,Hyundai EON Magna,2013,235000,40000,Petrol,Manual,Second Owner
6075,Maruti Swift VXI,2016,500000,60000,Petrol,Manual,First Owner
6076,Maruti Alto LXi,2012,220000,111000,Petrol,Manual,First Owner
6077,Maruti Swift Dzire,2014,380000,70000,Diesel,Manual,Second Owner
6078,Maruti Alto K10,2010,160000,100000,Petrol,Manual,Third Owner
6079,Maruti Alto K10,2010,160000,100000,Petrol,Manual,Third Owner
6080,Hyundai EON 1.0,2017,339000,25000,Petrol,Manual,First Owner
6081,Ford Fiesta Classic,2011,229999,100000,Petrol,Manual,First Owner
6082,Mahindra KUV 100,2016,400000,35000,Diesel,Manual,First Owner
6083,Hyundai Xcent 1.2,2018,470000,25000,Diesel,Manual,First Owner
6084,Maruti 800 Std,2003,45000,58000,Petrol,Manual,First Owner
6085,Ford Aspire Titanium,2019,575000,20000,Petrol,Manual,First Owner
6086,Datsun RediGO SV,2019,325000,1300,Petrol,Manual,First Owner
6087,Maruti 800 AC,1997,50000,120000,Petrol,Manual,Second Owner
6088,Maruti Wagon R,2014,350000,15000,Petrol,Manual,First Owner
6089,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Automatic,First Owner
6090,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First Owner
6091,Jaguar XF 2.0,2017,3200000,45000,Diesel,Automatic,First Owner
6092,Tata Safari Storme,2015,503000,110000,Diesel,Manual,First Owner
6093,Volvo XC40 D4,2019,3800000,20000,Diesel,Automatic,First Owner
6094,Toyota Camry 2.5,2016,2000000,68089,Petrol,Automatic,First Owner
6095,Maruti Wagon R,2013,225000,58343,Petrol,Manual,First Owner
6096,Maruti Baleno Alpha,2018,740000,38817,Diesel,Manual,First Owner
6097,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First Owner
6098,Toyota Innova 2.5,2013,750000,79328,Diesel,Manual,Second Owner
6099,Maruti Swift AMT,2019,650000,5621,Petrol,Automatic,First Owner
6100,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First Owner
6101,Maruti Swift AMT,2018,600000,69779,Petrol,Automatic,First Owner
6102,Hyundai Grand i10,2017,450000,56290,Diesel,Manual,First Owner
6103,BMW X4 M,2019,5400000,7500,Diesel,Automatic,First Owner
6104,BMW X4 M,2019,5500000,8500,Diesel,Automatic,First Owner
6105,Honda Amaze V,2019,779000,7032,Petrol,Automatic,First Owner
6106,Skoda Rapid 1.6,2016,645000,11000,Petrol,Automatic,First Owner
6107,Volvo V40 D3,2018,2475000,2000,Diesel,Automatic,First Owner
6108,Renault KWID RXT,2016,300000,25000,Petrol,Manual,First Owner
6109,Nissan Terrano XL,2014,540000,150000,Diesel,Manual,First Owner
6110,Maruti Celerio ZXI,2018,580000,10000,Petrol,Manual,First Owner
6111,Hyundai Creta 1.6,2015,1000000,70000,Diesel,Manual,First Owner
6112,Tata Zest Quadrajet,2017,459999,80000,Diesel,Manual,First Owner
6113,Maruti Swift VDI,2015,635000,50000,Diesel,Manual,First Owner
6114,Hyundai Verna 1.6,2014,650000,83000,Diesel,Manual,Third Owner
6115,Maruti Swift Dzire,2013,525000,116000,Diesel,Manual,Second Owner
6116,Fiat Grande Punto,2015,350000,60000,Petrol,Manual,Third Owner
6117,Maruti Swift Dzire,2008,320000,175802,Diesel,Manual,Third Owner
6118,Toyota Innova 2.5,2006,450000,192000,Diesel,Manual,Fourth & Above Owner
6119,Volkswagen Vento Petrol,2011,227000,73840,Petrol,Manual,First Owner
6120,Mahindra Bolero DI,2011,325000,162000,Diesel,Manual,Second Owner
6121,Datsun RediGO AMT,2018,275000,20000,Petrol,Automatic,First Owner
6122,Hyundai Grand i10,2013,300000,75000,Petrol,Manual,Third Owner
6123,Mahindra Scorpio SLE,2011,400000,320000,Diesel,Manual,Third Owner
6124,Volkswagen Vento 1.5,2015,550000,120000,Diesel,Manual,Second Owner
6125,Maruti Swift VXI,2016,550000,20000,Petrol,Manual,First Owner
6126,Skoda Rapid Monte,2017,900000,40000,Diesel,Automatic,First Owner
6127,Maruti Alto LXi,2010,165000,20000,Petrol,Manual,First Owner
6128,Hyundai EON Magna,2014,210000,70000,Petrol,Manual,First Owner
6129,Renault Duster 110PS,2016,650000,30000,Diesel,Manual,First Owner
6130,Mahindra XUV500 W8,2014,680000,120000,Diesel,Manual,First Owner
6131,Renault KWID 1.0,2019,390000,25000,Petrol,Manual,First Owner
6132,Renault KWID RXL,2016,260000,80000,Petrol,Manual,First Owner
6133,Maruti Swift Dzire,2013,450000,67000,Petrol,Manual,First Owner
6134,Hyundai i10 Era,2008,130000,120000,Petrol,Manual,Second Owner
6135,Maruti Vitara Brezza,2019,890000,9000,Diesel,Manual,First Owner
6136,Volvo XC40 D4,2019,3800000,20000,Diesel,Automatic,First Owner
6137,Volkswagen Jetta 1.6,2010,225000,80000,Petrol,Manual,Second Owner
6138,Toyota Fortuner 2.8,2018,3200000,60000,Diesel,Automatic,First Owner
6139,Tata Manza Aura,2010,210000,120000,Diesel,Manual,First Owner
6140,Toyota Land Cruiser,2014,3500000,60000,Diesel,Automatic,First Owner
6141,Honda City i,2014,750000,80000,Diesel,Manual,Second Owner
6142,Chevrolet Tavera Neo,2011,350000,120000,Diesel,Manual,Second Owner
6143,Honda Civic ZX,2019,2000000,24857,Petrol,Automatic,Test Drive Car
6144,Hyundai EON 1.0,2017,270000,26442,Petrol,Manual,First Owner
6145,Maruti Ertiga BSIV,2017,700000,35000,Petrol,Manual,First Owner
6146,Maruti Alto LXi,2010,130000,28000,Petrol,Manual,Second Owner
6147,Maruti Ertiga ZDI,2015,650000,80000,Diesel,Manual,First Owner
6148,Maruti Alto LX,2005,55000,39000,Petrol,Manual,First Owner
6149,Maruti Wagon R,2017,475000,20000,Petrol,Automatic,First Owner
6150,Nissan Sunny Diesel,2013,325000,50000,Diesel,Manual,First Owner
6151,Honda Jazz 1.2,2017,615000,40000,Petrol,Automatic,First Owner
6152,Hyundai Grand i10,2015,390000,15000,Petrol,Manual,First Owner
6153,Maruti Swift AMT,2019,650000,15000,Petrol,Automatic,First Owner
6154,Maruti Swift VXI,2015,440000,30000,Petrol,Manual,First Owner
6155,Honda City i,2014,600000,70000,Diesel,Manual,First Owner
6156,Chevrolet Spark 1.0,2012,170000,80000,Petrol,Manual,First Owner
6157,Mahindra Bolero 2011-2019,2013,499000,80000,Diesel,Manual,First Owner
6158,Hyundai i20 Asta,2012,525000,120000,Diesel,Manual,First Owner
6159,Nissan Terrano XL,2015,580000,90000,Diesel,Manual,First Owner
6160,Chevrolet Enjoy 1.3,2016,420000,110000,Diesel,Manual,Second Owner
6161,Toyota Innova 2.5,2015,1300000,120000,Diesel,Manual,First Owner
6162,Hyundai Verna 1.6,2016,800000,80000,Diesel,Manual,First Owner
6163,Maruti Swift VXI,2020,600000,5000,Petrol,Manual,First Owner
6164,Honda Brio 1.2,2017,400000,50000,Petrol,Manual,First Owner
6165,Maruti Swift Dzire,2017,700000,65000,Diesel,Manual,First Owner
6166,Maruti Baleno Alpha,2017,800000,35000,Diesel,Manual,First Owner
6167,Honda Jazz 1.5,2015,600000,90000,Diesel,Manual,First Owner
6168,Maruti Swift VDI,2016,580000,100000,Diesel,Manual,First Owner
6169,Renault KWID RXT,2016,350000,15000,Petrol,Manual,First Owner
6170,Ford Figo Diesel,2011,204999,147000,Diesel,Manual,First Owner
6171,Mahindra XUV500 W10,2017,1350000,20000,Diesel,Manual,First Owner
6172,Hyundai i20 Asta,2009,310000,120000,Diesel,Manual,Second Owner
6173,Toyota Innova 2.5,2011,700000,250000,Diesel,Manual,Second Owner
6174,Ford Figo 1.5D,2016,459999,69000,Diesel,Manual,Second Owner
6175,Maruti Ciaz ZDi,2017,860000,80000,Diesel,Manual,First Owner
6176,Hyundai i10 LPG,2012,275000,97000,LPG,Manual,Third Owner
6177,Renault KWID RXT,2016,390000,15000,Petrol,Manual,First Owner
6178,Tata Hexa XT,2018,1525000,50000,Diesel,Manual,First Owner
6179,Maruti Alto LX,2005,110000,50800,Petrol,Manual,Second Owner
6180,Maruti Celerio ZXI,2017,484999,10000,Petrol,Manual,First Owner
6181,BMW 6 Series,2018,5830000,30000,Diesel,Automatic,First Owner
6182,Maruti Alto LXi,2012,185000,60000,Petrol,Manual,Second Owner
6183,Hyundai Xcent 1.1,2018,665000,40142,Diesel,Manual,First Owner
6184,Hyundai i20 1.2,2019,721000,9400,Petrol,Manual,First Owner
6185,Mahindra KUV 100,2016,390000,62000,Diesel,Manual,First Owner
6186,Tata Manza Aura,2011,190000,90000,Diesel,Manual,First Owner
6187,Mahindra Thar CRDe,2019,975000,12584,Diesel,Manual,First Owner
6188,Datsun GO A,2016,275000,49000,Petrol,Manual,First Owner
6189,Maruti Alto 800,2016,315000,32000,Petrol,Manual,First Owner
6190,Hyundai Elite i20,2019,685000,4300,Petrol,Manual,First Owner
6191,Maruti Swift VXI,2019,595000,14548,Petrol,Manual,First Owner
6192,Ford EcoSport 1.5,2018,900000,44772,Diesel,Manual,Second Owner
6193,Maruti Ertiga ZDI,2018,950000,48500,Diesel,Manual,First Owner
6194,Maruti Alto 800,2016,275000,38000,Petrol,Manual,First Owner
6195,Hyundai i20 2015-2017,2017,570000,28782,Petrol,Manual,First Owner
6196,Hyundai i20 Asta,2018,700000,28451,Petrol,Manual,First Owner
6197,Maruti Vitara Brezza,2018,910000,36500,Diesel,Manual,First Owner
6198,Maruti Swift Dzire,2018,751000,44885,Diesel,Manual,First Owner
6199,Hyundai EON Era,2014,225000,35000,Petrol,Manual,First Owner
6200,Tata Indica Vista,2009,135000,110000,Diesel,Manual,Second Owner
6201,Maruti Ertiga ZDI,2017,825000,79000,Diesel,Manual,First Owner
6202,Toyota Fortuner 4x2,2015,1650000,91000,Diesel,Automatic,Second Owner
6203,Maruti Vitara Brezza,2018,875000,50000,Diesel,Manual,First Owner
6204,Maruti Ciaz ZDi,2016,650000,81000,Diesel,Manual,Second Owner
6205,Jeep Compass 1.4,2019,1450000,22000,Petrol,Automatic,First Owner
6206,Hyundai Creta 1.6,2017,975000,41000,Diesel,Manual,First Owner
6207,Maruti Ertiga SHVS,2019,925000,50000,Diesel,Manual,First Owner
6208,Maruti Ertiga ZDI,2016,725000,66000,Diesel,Manual,First Owner
6209,Maruti Ertiga VDI,2013,550000,65000,Diesel,Manual,First Owner
6210,Hyundai i20 Diesel,2014,550000,76000,Diesel,Manual,First Owner
6211,Toyota Innova 2.5,2013,750000,95000,Diesel,Manual,First Owner
6212,Honda City 1.5,2013,475000,55000,Petrol,Manual,Second Owner
6213,Datsun GO Plus,2017,325000,65000,Petrol,Manual,First Owner
6214,Maruti Ertiga VDI,2017,725000,76000,Diesel,Manual,First Owner
6215,Maruti Ertiga VXI,2018,775000,47000,Petrol,Manual,Second Owner
6216,Maruti Swift Dzire,2017,625000,70000,Diesel,Manual,First Owner
6217,Hyundai Santro GLS,2009,195000,56000,Petrol,Manual,Second Owner
6218,Maruti Swift ZDi,2014,470000,89000,Diesel,Manual,First Owner
6219,Toyota Innova Crysta,2017,1750000,98000,Diesel,Manual,First Owner
6220,Toyota Innova Crysta,2016,1650000,90000,Diesel,Manual,First Owner
6221,Hyundai Creta 1.4,2018,1050000,70000,Diesel,Manual,First Owner
6222,Maruti Swift VDI,2013,380000,57000,Diesel,Manual,First Owner
6223,Maruti Swift Dzire,2017,650000,70000,Diesel,Manual,First Owner
6224,Hyundai EON Era,2016,275000,49200,Petrol,Manual,First Owner
6225,Honda Civic 1.8,2009,220000,125000,Petrol,Manual,Second Owner
6226,Hyundai i10 Era,2008,200000,60000,Petrol,Manual,Second Owner
6227,Maruti Eeco 5,2015,315000,120000,Petrol,Manual,Second Owner
6228,Maruti Alto LXI,2004,90000,110000,Petrol,Manual,Third Owner
6229,Maruti Wagon R,2007,120000,70000,Petrol,Manual,Second Owner
6230,Maruti Wagon R,2006,90000,168000,Petrol,Manual,Second Owner
6231,Mahindra XUV500 W10,2018,1500000,30000,Diesel,Manual,First Owner
6232,Hyundai Grand i10,2015,370000,60000,Diesel,Manual,First Owner
6233,Maruti Swift VDI,2016,595000,131111,Diesel,Manual,First Owner
6234,Mahindra Renault Logan,2007,150000,120000,Diesel,Manual,Second Owner
6235,Maruti Swift Dzire,2012,400000,58400,Diesel,Manual,Second Owner
6236,Maruti Alto K10,2016,310000,23400,Petrol,Manual,Second Owner
6237,Maruti Celerio VXI,2018,385000,50000,Petrol,Manual,First Owner
6238,Maruti Swift 1.3,2005,105000,158107,Petrol,Manual,Second Owner
6239,Mahindra XUV500 W8,2014,750000,90000,Diesel,Manual,First Owner
6240,Hyundai Santro Sportz,2019,521000,3010,Petrol,Automatic,First Owner
6241,Tata Manza Aqua,2010,180000,80000,Diesel,Manual,First Owner
6242,Ford Fiesta EXi,2011,220000,155000,Diesel,Manual,Second Owner
6243,Maruti 800 AC,1998,40000,70000,Petrol,Manual,Second Owner
6244,Hyundai Grand i10,2018,540000,4000,Petrol,Manual,First Owner
6245,Maruti Alto LXi,2007,140000,35000,Petrol,Manual,Second Owner
6246,Maruti Zen VXI,2003,200000,121000,Petrol,Manual,First Owner
